str_fixture_id,str_outlet,viewership,str_competition_name,str_sport_name,str_fixture_date,ttl_customers,engagement_rate
6m6qpcstolc2umzo6qtj40moc,spain,2835,FIM MotoGP World Championship,Motorsport,2020-04-26,341471.0,0.008302315569989838
7jig6y8touulkyccgw8t3dht6,japan,74357,J1 League,Soccer,2020-09-05,1928934.0,0.03854823441341176
47tck7zhod8vs4lk9h2jeo6sq,dach,6186,Pro14,Rugby Union,2020-09-05,2523048.0,0.002451796398641643
8fh20qccj8zvl574vhhlniqne,spain,2610,Premier League,Soccer,2020-07-08,295063.0,0.008845568573491084
8f259mmhiyl6qsj8eq5anxjze,spain,4335,Premier League,Soccer,2020-07-08,295063.0,0.014691777688154732
4n2p7036teyb5vjsrzsmn0pyi,japan,10087,FIA Formula 3 Championship,Motorsport,2020-09-05,1928934.0,0.005229313185417438
15inwj0uci3e5hq0e1kxx18x2,canada,1351,ePL INVITATIONAL TOURNAMENT,E-Sports,2020-04-25,269126.0,0.005019953479039558
aanu24im82vm9n2b3h9hqrey2,dach,29635,UEFA Nations League,Soccer,2020-09-06,2516305.0,0.011777189172218788
8kmg7tduy64k876nin1n0pbhm,japan,76128,NPB,Baseball,2020-09-08,1925288.0,0.039541097228051075
5r6ag2ibju9wlmwbzwxi3wfoq,dach,7443,Premiership,Rugby Union,2020-09-08,2503688.0,0.002972814504043635
7kya850a8o7iiam37p876ami2,japan,40652,J1 League,Soccer,2020-09-09,1927139.0,0.021094482546406876
7jni5b3jjstrf9qvvut89srca,japan,9410,Ligue 1,Soccer,2020-09-10,1929048.0,0.004878053837955303
41l7k41qj5gtab19fi1osgw2y,japan,73597,NPB,Baseball,2020-09-11,1931712.0,0.038099364708610806
3b9cdosg3574ymhfoydzben42,dach,570,Saturday Fight Live,Boxing,2020-03-29,2426181.0,0.00023493712958761115
8jpwqau6rcadi7c9pklgqw3ys,canada,13218,Championship,Soccer,2020-09-12,329438.0,0.04012287592809573
47gshx8jmqlbz85x65oaicrxm,japan,230018,NPB,Baseball,2020-09-13,1942802.0,0.11839497797511017
ap71k9gtn8v6ditjmoh7vt4b8,dach,5800,Women's Super League,Soccer,2020-09-13,2466076.0,0.0023519145395356836
1huuhinq1ze4qwbszxpror7fu,japan,16974,J3 League,Soccer,2020-09-13,1942802.0,0.008736865619862446
7o1gtbdfrvw3sdz28nvsidisq,canada,4108,First Division A,Soccer,2020-09-13,362306.0,0.011338481835796261
8o1rmy2sac4of28k4x30oypzv,canada,6966,TEB BNP Paribas Tennis Championship Istanbul Women Single,Tennis,2020-09-13,362306.0,0.01922684139925919
3krh7919r605a2huyttkp7elg,canada,1535,MLS,Soccer,2020-08-24,308410.0,0.00497714081903959
sh8g512dfx2ty5lwe51jz0la,brazil,1554,Superbike World Championship,Motorsport,2020-08-30,257463.0,0.0060358187390032745
a5tfnli8hxwktcdm0eml9cx6n,brazil,1906,MLS,Soccer,2019-09-29,395649.0,0.004817401282449848
4kccwjmbv82i0hobzboh6x8bu,japan,767,Serie A,Soccer,2020-08-02,1882660.0,0.0004074022925010358
dsf2kq6yino4scda38xj3mg09,canada,2142,World Snooker,Snooker,2020-02-11,363766.0,0.005888400785120105
773xg9uglolthrjuo0wea625m,canada,4201,KHL,Ice Hockey,2020-02-11,363766.0,0.01154863291236674
86pgtbja1h2a2dew1po6xu3h0,japan,16626,Premier League,Soccer,2020-09-14,1941758.0,0.00856234402021261
ccfivn7s20reahw38tsexjbfi,japan,3029,Estrella Damm N.A. Andalucía Masters,Golf,2020-09-03,1921685.0,0.0015762208686647395
9wta7feagm0b970rx61x90gxp,canada,1500,Internazionali BNL d'Italia Women Single,Tennis,2020-09-15,364107.0,0.0041196681195362905
angxxbgfqvqpm0h205a5edlyi,dach,31887,NFL,American Football,2020-09-15,2444127.0,0.013046376068019378
9wta7feagm0b970rx61x90gxp,spain,5406,Internazionali BNL d'Italia Women Single,Tennis,2020-09-15,387886.0,0.013937084607333082
acy4wgqacpjyzmoahlgb4nwf2,dach,679,NBA,Basketball,2020-02-23,2702860.0,0.00025121537926492676
eaxngnnvj838bizbhh1igrmga,dach,21272,MLB,Baseball,2020-09-16,2441714.0,0.008711913025030778
5lrk2afhd4u5uud2x3g99esuv,italy,27069,US Open Men Single,Tennis,2020-09-07,1695428.0,0.015965880001981802
7p9wdf85irgrys4t9jghmv1be,japan,11596,First Division A,Soccer,2020-09-18,1940868.0,0.005974646395324154
873kz9sovum2xlbnot5des7bo,spain,39274,Premier League,Soccer,2020-09-19,390989.0,0.10044783868599884
7peq1nddb11m7a74mwys4i92i,japan,2037,First Division A,Soccer,2020-09-19,1944944.0,0.0010473309257233113
c5unt7w0hs7yfa9gpyh5vr54m,brazil,427,BWIN Grand Slam of Darts,Darts,2019-11-09,155363.0,0.0027484021292070826
dqczu6u7l1u261my3lfda0yca,italy,2282,FIM MotoGP World Championship,Motorsport,2020-04-12,1754033.0,0.001301001748541789
8zgl1urepb8vdjcpkfdklkqh,dach,19263,Internazionali BNL d'Italia Women Single,Tennis,2020-09-26,2383601.0,0.008081470011130219
51dhl34r6qpmt5ja7kqsb4ko7,spain,2087,World Series of Darts,Darts,2020-09-20,398219.0,0.005240834817022794
etjt7ijwf50szpc64t72vcsiy,brazil,295,J1 League,Soccer,2019-10-19,308440.0,0.0009564258850992089
o71r0ku8shj4oxgrzxrv460a,brazil,919,Liga MX,Soccer,2019-10-20,298645.0,0.003077232165279847
1lq7c7imhadewaow7kon1m2cq,japan,8570,J3 League,Soccer,2020-09-22,1934897.0,0.004429176333417231
d09msum0rwnvxpplhbg9bmqhl,spain,2481,Premier League,Soccer,2020-04-11,402623.0,0.0061620920811776775
4vukl5ajbc3qihblkzbgxqve2,japan,43805,NPB,Baseball,2020-09-23,1927076.0,0.022731329745168328
67y4xmd2s2mrhnx6jdoqv6uc4,italy,9548,League Cup,Soccer,2020-09-15,1698379.0,0.0056218311696034865
drmhbt1buqy4pgb6kwxsqpld6,brazil,4080,Coppa Italia,Soccer,2020-01-16,117927.0,0.03459767483273551
75wyddo8jstcuai9i4u3oou3u,brazil,903,Premier League,Soccer,2019-11-02,157265.0,0.005741900613613964
30619kznkm59xzqj4adyw39x1,dach,5196,MLS,Soccer,2020-09-24,2359399.0,0.0022022557439415717
jh0tjjs1nl4onna81ajvpboq,dach,20929,MLB,Baseball,2020-09-24,2359399.0,0.0088704793042635
5oyfw9jvjlzeh6wnh2cfs057u,spain,4627,EHF Champions League,Handball,2020-09-24,396001.0,0.011684313928500181
7qghhwgdognzhxla9zm914acq,japan,164307,J1 League,Soccer,2020-09-26,1922228.0,0.08547737313159522
c9l8ni42slp46q5ffjqvazfly,dach,685,Primera División,Soccer,2019-11-03,2356870.0,0.00029063970435365546
ctlfoqrm1u7ljw2q5867ghlk3,dach,17547,Ultimate Fighting Championship,Mixed Martial Arts,2020-09-27,2393471.0,0.007331193902077778
7pxgzv84qeunm06dtswb21s2y,japan,110686,J1 League,Soccer,2020-09-27,1927924.0,0.057412014166533534
5ot428fvfdf1kwpl940qz8kr8,brazil,4210,Süper Lig,Soccer,2020-09-12,235570.0,0.01787154561276903
15xvquo4sp33bjwkpox6g45x2,us,10,Blast Premier,E-Sports,2020-06-01,434060.0,2.303828963737732e-05
e5r2ca1o0nz4k4puef43xo6xr,brazil,3166,World Series of Darts,Darts,2020-09-20,228418.0,0.013860553896803228
ui3gkwvlwllofqv3uqx79p4a,brazil,1507,NBB,Basketball,2019-11-22,144475.0,0.010430870392801522
7q1u4zertpe7lz4j35abr7yp6,japan,5347,First Division A,Soccer,2020-09-28,1928987.0,0.002771921220827305
bdac8zx9fzdbum23j88x2eeq2,canada,649,Premier League,Soccer,2020-03-18,321200.0,0.0020205479452054796
bg5w0m4wcymy0ba6b3649yb6c,canada,3525,Serie A,Soccer,2020-09-28,384122.0,0.009176771963074232
1bitnq86nayi9ig1gqw115d6,spain,2266,Eurocup,Basketball,2020-09-29,415876.0,0.005448739528128577
b8l3mg6qmqj7ebrz0dh6iqwnq,dach,1120,UEFA Champions League,Soccer,2020-09-29,2395571.0,0.00046752945331196615
472ns9y43r3v057dd44zbwa5m,japan,14354,J2 League,Soccer,2020-09-30,1937678.0,0.00740783556401012
brmvgtdw2timh7wsewle4b3a7,dach,1350,Championship,Soccer,2020-02-15,2505949.0,0.0005387180664889828
d0gnqj8cepo755mfpoi8d7ifo,italy,14774,Primera División,Soccer,2020-10-01,1853096.0,0.007972603685939638
6rkyju8q7wmvlk7o8bxgbs1s4,dach,548,Primera División,Soccer,2020-01-18,2367967.0,0.0002314221439741348
ctnqa4758si1ivomu76ly0uwa,japan,33026,NPB,Baseball,2020-10-02,1926773.0,0.017140576497594682
b19z747npmzxpv82ov2h32p2i,canada,71417,NFL,American Football,2020-10-02,384097.0,0.18593480292738554
dg95ij4x38xhld1qndd3nchgu,italy,3778,Premier League Darts,Darts,2020-10-01,1853096.0,0.0020387502860078487
7rv9xur7kc7li4iq8pzy4b0bu,japan,8877,B1 League,Basketball,2020-10-03,1927378.0,0.004605738988408086
597ozoeeywed6x7nkv9mfut5g,italy,24380,Serie B,Soccer,2020-10-03,1878211.0,0.012980437235220112
bc1qcyx0apd5y3p1b3i1p1lhp,canada,1544,Internationaux de Strasbourg Women Single,Tennis,2020-09-26,375163.0,0.004115544443348625
7k9shsce1qr5z34eipem5kjzp,us,1110,Fight Nights Global,Mixed Martial Arts,2020-09-09,378664.0,0.0029313586715399406
6kzrw53ql1qy3cmuecfu2z3lv,dach,2932,League Cup,Soccer,2019-09-25,2310956.0,0.0012687389980596774
1rzahrfsrxyy1in6x8k2q28yv,dach,763,NBA,Basketball,2020-09-20,2356019.0,0.00032385137810858063
88yc5kgx19bmasv5wt52g88pg,japan,10828,Premier League,Soccer,2020-10-04,1927983.0,0.0056162320933327734
6wo9gybzv0agypgic4ifz22ue,japan,26815,NFL,American Football,2020-10-04,1927983.0,0.013908317656327883
88q8kchn7xmuesx83zhju1ams,canada,25327,Premier League,Soccer,2020-10-04,390255.0,0.06489859194629152
3q2iirbo7n5ulza6v5tz3wl7u,brazil,3088,Serie A,Soccer,2019-12-22,117221.0,0.026343402632634086
36i3tw5gqyvwvpzl15cv3qgl4,canada,1995,Women's Twenty20 Internationals,Cricket,2020-09-23,374086.0,0.005332998294509819
2zwcvbpo4o2onc48mwojxprtg,dach,3493,MLB,Baseball,2020-10-07,2406411.0,0.0014515392424652314
b85qcsa748fe6voty53xlaxre,dach,28930,NFL,American Football,2020-10-09,2406784.0,0.01202018959740467
anqy4p01ll45t2119zduzcjyt,italy,4102,World Grand Prix,Darts,2020-10-08,1899596.0,0.0021594065264403588
36lhlw4owa0ks8rm2k48dzffx,spain,16366,French Open Mixed Mix,Tennis,2020-10-10,437904.0,0.03737348825313311
il1r1ihaikuq35t14mchb3nh,dach,471,NBA,Basketball,2019-12-21,2568152.0,0.00018340035948027997
d1sxxoy0g0dqgdy2nitfkw6ww,japan,26715,BMW PGA Championship,Golf,2020-10-11,1909515.0,0.013990463547026339
5r9495vrx2bycdt5h05v5mdcb,spain,216258,FIM MotoGP World Championship,Motorsport,2020-10-11,440038.0,0.4914530108763334
7mf0lp2f9t1t9r0xdq4f2z1wq,canada,1854,First Division A,Soccer,2020-08-28,305838.0,0.006062032840915779
be6eyxih8dl0tzax5lcv4333e,dach,42990,NFL,American Football,2020-10-12,2403510.0,0.017886341225957038
8fh20qccj8zvl574vhhlniqne,brazil,2593,Premier League,Soccer,2020-07-08,225282.0,0.011510018554522775
4li5520ksrnkuhraa5s72ktwq,brazil,3221,Süper Lig,Soccer,2020-07-08,225282.0,0.014297635851954439
8oo7rgt0u7w2urbejfecdxd6w,dach,1604,MLS,Soccer,2020-10-11,2408614.0,0.0006659431523689558
a9d5sq5j17nrqlgsa04zi6pur,spain,36384,FIM MotoGP World Championship,Motorsport,2020-10-16,436346.0,0.08338337007787398
227yoooeb01lj1ds2rkz0f25l,italy,14846,Giro d’Italia,Cycling Road,2020-10-16,1906917.0,0.007785341470027274
d2f6hkdlzuig75pybpzndzpqs,dach,20777,Primera División,Soccer,2020-10-17,2415040.0,0.008603170133828011
chyz5ifj4ea2a34l6uaxi8zhi,dach,34094,FIS Alpine World Cup,Alpine Skiing,2020-10-17,2415040.0,0.014117364515701603
d2f6hkdlzuig75pybpzndzpqs,japan,19671,Primera División,Soccer,2020-10-17,1920014.0,0.010245237795141077
849f8v8itsv4j4pge0xrflb7d,spain,11786,FIM MotoGP World Championship,Motorsport,2020-10-17,439940.0,0.02679001682047552
d1ymoavoh0dqs48sh4dxqepec,dach,7613,Primera División,Soccer,2020-10-18,2408538.0,0.0031608386498365396
9u56vysvb9yf80kb75se4wte7,spain,2229,World Grand Prix,Darts,2020-10-07,433809.0,0.005138205984661452
dso9ce7k1wqx8l8sr9ad5u2dx,us,463,Pat McAfee Show,OTHER,2020-03-19,567793.0,0.0008154380205462201
c4zmno546xxc7pvfjiory7gz8,dach,582,Primera División,Soccer,2019-09-29,2315146.0,0.0002513880334112838
bg94cbh0xl2dbejmtei719s38,japan,115506,NPB,Baseball,2020-10-19,1917626.0,0.060233851647818706
89c38qsw3ws4pgu2yr9cn38r8,japan,5606,Premier League,Soccer,2020-10-19,1917626.0,0.0029234063367935144
dw20voavewjdnxvkhf3sbu3di,japan,1347,Weber Cup,Bowling,2020-10-19,1917626.0,0.0007024310266965509
bi1qg9pzgsjos4nchujur5gk4,dach,37513,Serie A,Soccer,2020-10-19,2402391.0,0.015614860362030993
2ougop098rxc377qcjr27lzis,canada,5157,League One,Soccer,2020-10-09,388594.0,0.01327092029213009
dxb5os0nznzo36541z3gog9wb,canada,10788,NFL,American Football,2020-10-20,390562.0,0.02762173483339393
5hnn2ky3j6ij7m66p8qi264gk,canada,36374,UEFA Champions League,Soccer,2020-10-21,389970.0,0.09327384157755725
feq7xqlvzafdnfrz563z0avo,dach,146781,UEFA Europa League,Soccer,2020-10-22,2443977.0,0.06005825750405998
1d9ochhoilnrarfh31wodml5j,canada,8110,UEFA Europa League,Soccer,2020-10-22,388971.0,0.020849883410331362
86bow6ndei5nmfb6z0d1kavis,canada,37844,UEFA Europa League,Soccer,2020-10-22,388971.0,0.09729260021955365
uhhc6abv4moe3vkeh3wb8b9w,italy,5019,Pro14,Rugby Union,2020-10-23,1921211.0,0.002612414773806729
ci5pa080z05ob0d3y1gty3be2,italy,10752,Eredivisie,Soccer,2020-10-24,1918425.0,0.005604597521404277
8itoj5ozutye9zw9kjnhtfomw,canada,849,Premier League,Soccer,2020-09-28,384122.0,0.0022102352898297935
4nkk32u86ltdn6mixobdt7gx6,canada,55021,NFL,American Football,2020-10-25,386676.0,0.14229225501453413
8ae6ukz6x2tz54xo8vjnahzx0,canada,76786,Premier League,Soccer,2020-10-25,386676.0,0.19857968945577176
bquc15plnv9dnnrur97ujc8ru,canada,84446,NFL,American Football,2020-10-25,386676.0,0.21838955611416278
7chokxavpbab97qtxhkw6aq8q,canada,4697,MLS,Soccer,2020-10-17,384572.0,0.012213577691563608
971f1mtd8i906ayli7kfj27dq,spain,491,MLS,Soccer,2020-10-18,440134.0,0.0011155693493345208
5b65mnogzur7zl5d0dh3eakx6,brazil,15691,Serie C,Soccer,2020-10-12,211542.0,0.07417439562829131
ea52h6ho6rfbuj2vitw4x8foq,japan,43779,NPB,Baseball,2020-10-30,1863859.0,0.023488364731452327
7zxzuqto37gg2ufqxtyxggui2,japan,99329,J1 League,Soccer,2020-10-31,1861130.0,0.053370264301795145
1w1ts3de077974j8pu8rg7bl6,japan,8987,J3 League,Soccer,2020-10-31,1861130.0,0.004828786812312949
7muvahid9u0jg08ltuu8a1n2t,brazil,5781,Usyk v Chisora,Boxing,2020-10-31,198378.0,0.029141336236881105
8pzavatluwmz5r4l9uculfl78,spain,4095,Championship,Soccer,2020-10-23,429794.0,0.009527820304611046
dmiyk1bsfkc0up0dnp7a6gnhf,dach,2950,Primera División,Soccer,2020-10-17,2415040.0,0.001221511859016828
ei93k002c5pa5p8gbyvk6agzt,dach,2134,Bundesliga,Soccer,2020-11-02,2567072.0,0.0008312972912329689
6uhmlr2lk8immtmz2newemogm,canada,645,Premier League,Soccer,2020-10-05,390542.0,0.0016515509215398088
6qglp82xtf39w66cvmbnjov3e,japan,46606,NPB,Baseball,2020-11-04,1853560.0,0.025144047130926432
6q57dbab7g5e7tpklaq1jkvai,japan,49998,NPB,Baseball,2020-11-04,1853560.0,0.02697403914629146
aius2bqm6rjmgkauv91ggnsyy,spain,32234,Euroleague,Basketball,2020-11-05,438166.0,0.07356572623161085
9qg72o42htam7hv4yzhtj7r7x,spain,16908,La Vuelta Espana,Cycling Road,2020-11-06,438780.0,0.03853411732531109
akch7v25077wzyhqy68fp4ju2,spain,12612,Euroleague,Basketball,2020-11-06,438780.0,0.028743333789142622
d4q29g5hyv1icz2oq8ghyyexg,italy,20137,Primera División,Soccer,2020-11-07,1962554.0,0.01026060938960151
94tk8cckoz3r6qebcgaoqcmdz,italy,15549,La Vuelta Espana,Cycling Road,2020-11-07,1962554.0,0.007922839320599586
d1d8gpsjk7ovfme482amlrurf,japan,4309,PDC World Cup of Darts,Darts,2020-11-07,1858112.0,0.0023190205972514035
4u4a24b9rqq58eq6kvwbl6ezu,canada,82608,NFL,American Football,2020-11-08,401880.0,0.20555389668557777
4y7i309uqnun5qeuq2gg9bvrr,dach,6247,Haney vs. Gamboa,Boxing,2020-11-08,2618790.0,0.0023854528236322884
bjuob2b7z0m0bn4mrztue1o2c,dach,96618,Serie A,Soccer,2020-11-08,2618790.0,0.036894138132496306
8n49rma1cikqoe48sto9txqms,dach,10538,Women's Super League,Soccer,2020-11-08,2618790.0,0.004023995814861062
7zioadac0iflpit4x3af8hvrx,canada,4501,MLS,Soccer,2020-11-08,401880.0,0.011199860654921867
4y7i309uqnun5qeuq2gg9bvrr,brazil,1754,Haney vs. Gamboa,Boxing,2020-11-08,195344.0,0.008979031861741338
dzdadeqbxh53p4ia4q9owpap6,japan,87341,NPB,Baseball,2020-11-10,1855868.0,0.047062075535544555
nyrrsgs6jt50u6r2x7sfdn9w,dach,56232,Basketball Champions League,Basketball,2020-11-10,2613758.0,0.021513850937998086
7kmegq25a3kr69kuunfrrt28g,spain,42700,Taylor v Gutierrez,Boxing,2020-11-14,444003.0,0.0961705213703511
181q4bhvzw7tt278upnf6dqs,japan,2350,B1 League,Basketball,2020-11-15,1848149.0,0.0012715425000906313
50nu44frnol7og4w5u12fvbe2,dach,17046,NFL,American Football,2020-11-17,2598400.0,0.006560190886699508
b6d13rp5q17xmkjolixi5tysq,spain,1287,Eurocup,Basketball,2020-11-17,442668.0,0.002907370760931443
akd39vj2gmw3geov3yhbvraqo,japan,8341,Tokyo City Racing,Horse Racing,2020-11-17,1844606.0,0.004521832846689212
evjog2rk4ebnqnp5539t7k6au,japan,27562,NPB,Baseball,2020-11-19,1843203.0,0.014953317675806734
d3sxhuo2djptdh85ji2v2tklt,italy,14056,FIS Alpine World Cup,Alpine Skiing,2020-11-21,2012119.0,0.006985670330631538
dvg18yhem6zpx39l4viwcxcxz,spain,2616,FIM MotoGP World Championship,Motorsport,2020-11-21,438693.0,0.005963167864543086
6woqedayps56r1llfxcyn9znn,dach,305967,NFL,American Football,2020-11-22,2655097.0,0.11523759772241843
yrjh4n4pvifzrrryrpi6o3kk,dach,6195,Pro14,Rugby Union,2020-11-23,2644273.0,0.002342798947007363
cc34ylxgf23hn85eerfxkzms4,dach,71365,UEFA Champions League,Soccer,2020-11-24,2672298.0,0.02670547970323669
4950ey6xomd3bd6gy6rrapec,dach,19872,EHF European League,Handball,2020-11-24,2672298.0,0.00743629640107503
7st9z0pzq92sgqgwmifddgc4q,italy,3698,Ligue 1,Soccer,2020-11-25,2024206.0,0.0018268891604905826
4uwphjtv2hxyaoa5xgi5pizqi,italy,1407,NFL,American Football,2020-11-10,1991265.0,0.0007065860144179704
4y731p7sjg1d8j4mf7vbsfrsa,japan,34382,J2 League,Soccer,2020-11-25,1822134.0,0.018869084271519
bypywmkg67j6lddanl3diq904,canada,54008,UEFA Champions League,Soccer,2020-11-25,401636.0,0.1344700176279019
basgu6w4ceyqtcss9m69b1hug,dach,622,Primera División,Soccer,2020-11-02,2567072.0,0.0002422993979132646
65mgbejwymg3ytpl40ncbhy5t,canada,8807,UEFA Champions League,Soccer,2020-11-25,401636.0,0.021927815235686043
dzu2ewji9jt519jqu9rlwz5es,dach,8558,Primera División,Soccer,2020-11-21,2657420.0,0.003220416795237486
ch4464uim28opeccz5g3ub90h,brazil,745,Champion of Champions,Snooker,2019-11-05,156638.0,0.004756189430406415
6y317wwgzedfelsuhor9obtnx,japan,2151,Grand Slam of Darts,Darts,2020-11-23,1827034.0,0.0011773179918928712
2f02knqouou92kbdglnhclzbo,japan,7114,Coppa Italia,Soccer,2020-11-26,1818680.0,0.0039116282138694
bgtb20p3wap7uu78gb7kp8hzo,dach,13205,UEFA Europa League,Soccer,2020-11-26,2670043.0,0.004945613235442276
2os5m1euwhcer8o8n9tev8rv8,dach,50216,UEFA Europa League,Soccer,2020-11-26,2670043.0,0.018807187749410776
bo0up5kge3pvgcwdjva26g34k,spain,469,Euroleague,Basketball,2020-04-29,335466.0,0.0013980552425581132
a0e6tfl3ogbdgh6lq0cy9brsa,brazil,908,Coupe de la Ligue,Soccer,2019-12-18,117525.0,0.007726015741331632
6jhbqhcizwfvjgwb8smd4hcoa,brazil,635,Ligue 1,Soccer,2019-12-08,120812.0,0.005256100387378737
8ngkv97gmyya0qglt3j0s3q03,canada,194,ePL INVITATIONAL TOURNAMENT,E-Sports,2020-05-05,261007.0,0.0007432750845762757
464g3zr50vxjf1qaxggh445wg,brazil,486,CONMEBOL Sudamericana,Soccer,2020-04-13,483829.0,0.0010044871225164263
d6i6dug507tae77m7zbphhqms,dach,61633,Primera División,Soccer,2020-11-28,2649482.0,0.023262282967010155
bkkjrz35whw4vxmnc9czgvb4k,canada,3737,Serie A,Soccer,2020-11-22,399737.0,0.009348646735228413
5k249izaj2bep2dru59kho4mz,us,853,Jacobs v Rosado,Boxing,2020-11-26,352585.0,0.0024192747848036642
bmr1khvv7xx3vfay3e19mhpn8,japan,1230,Serie A,Soccer,2020-12-11,1780822.0,0.0006906922758142027
2sx093rbf8lv2ltfmqpcvc5pc,us,9484,William Hill World Darts Championship,Darts,2020-12-19,466761.0,0.020318749852708345
ldcsg96i2o26czs0xxrix7je,spain,2838,Eurocup,Basketball,2020-12-10,414790.0,0.006842016442055016
5jdbazm98z7exbt03g9wcfok4,italy,33358,Serie B,Soccer,2020-12-27,2079487.0,0.0160414563784241
86gqk43ji68uefyk3kowpi1re,japan,64425,J1 League,Soccer,2020-11-29,1812063.0,0.03555339963345645
blnlwn90yl6h718m7vlq6xtnu,canada,6483,Championship,Soccer,2020-02-21,355897.0,0.01821594450079658
6rvu31bdej1tu62brygvnxcve,italy,1467,CONMEBOL Recopa,Soccer,2020-02-27,1900494.0,0.0007719045679702225
9cc678en81bn2tdfcae9gtvmi,canada,840,UK Open,Darts,2020-03-06,328488.0,0.0025571710382114414
7m12dhyzuxih5h6fexypbwodm,japan,99968,First Division A,Soccer,2020-08-30,1927706.0,0.051858530294557365
jwlx446wcx0vy3px8878svhm,dach,8927,MLB,Baseball,2020-09-03,2526723.0,0.0035330346856382753
2v0g153dzcyll9sc2uu0a637z,canada,1933,ASB Classic Women Single,Tennis,2020-01-09,334365.0,0.005781107472373006
29sd5svlbpiy3zhggmv7a64iy,dach,22140,NCAA Division I FBS,American Football,2020-09-19,2373094.0,0.009329592506660081
3dz83bsraeznqqqlqiiai8qju,brazil,4303,Serie A,Soccer,2019-10-19,308440.0,0.013950849435870834
f51bbvb6tu2r8h8mnirrsbwq2,dach,10301,MLB,Baseball,2020-09-21,2332534.0,0.004416227158961027
3s3iiv7dp1n4py7jdz87b43my,brazil,2176,Serie A,Soccer,2020-01-06,109318.0,0.019905230611610165
bc1qcyx0apd5y3p1b3i1p1lhp,dach,15898,Internationaux de Strasbourg Women Single,Tennis,2020-09-26,2383601.0,0.006669740447331579
5lpetxgv4b6zz06kxyi01ob96,italy,32269,Giro d’Italia,Cycling Road,2020-10-03,1878211.0,0.01718071079340926
4atbwigmkvkjktpuuk49bq6i2,japan,52030,J2 League,Soccer,2020-10-04,1927983.0,0.02698675247655192
bvpe6icwuvpfzuqfbscrt0opg,dach,9130,Women's Super League,Soccer,2020-10-04,2410560.0,0.0037875016593654585
58vdudbuusr8acmmxnd9phvdg,italy,38694,Serie B,Soccer,2020-10-04,1897978.0,0.020386959174447754
d18a841gtpr4gio6vvvzfzfv8,dach,15769,Primera División,Soccer,2020-10-04,2410560.0,0.006541633479357494
2vajop01qddgdvgtoa9a0n8gw,italy,138030,FIM MotoGP World Championship,Motorsport,2020-10-11,1901447.0,0.07259208381827104
bhkwzxiyxc0ee8razau5yaz2s,dach,220679,Serie A,Soccer,2020-10-17,2415040.0,0.09137695441897442
d2615bnm0c4wcsyakp57waoes,dach,57102,Primera División,Soccer,2020-10-17,2415040.0,0.023644328872399627
3bpdhn9y1yy2yin0enitkwbxm,italy,12192,NFL,American Football,2020-10-18,1933011.0,0.00630725846878264
89evaros5n6j3sxloqpy6a1w4,japan,8302,Premier League,Soccer,2020-10-18,1919030.0,0.0043261439373016575
bkxoi3drp1fesk0e9cof9m73e,dach,23161,NFL,American Football,2020-10-19,2402391.0,0.009640812007703992
210fb8ulddcr7wm6z7msty3ms,dach,830,Primera División,Soccer,2019-09-29,2315146.0,0.0003585087074422088
1v3pslt1c0tsf84ecplc0ijhf,canada,3415,UEFA Futsal Champions League,Futsal,2020-10-09,388594.0,0.008788092456394078
3ml5kkt2wc2tk8c30orrld6cq,brazil,4960,Serie A,Soccer,2019-12-01,125180.0,0.039622942962134526
dkqikk1xit2ycm6c28sjc5rhm,japan,28665,NPB,Baseball,2020-10-22,1911852.0,0.014993315382153012
bihcsf945ra5vuh1h5o48680k,canada,9454,Serie A,Soccer,2020-10-24,387122.0,0.024421241882403997
8a6b5jmrb4vj68tu7bys8kyz8,japan,14694,Premier League,Soccer,2020-10-24,1911911.0,0.00768550418926404
bieq551lw0ecfvbkgcwrftk44,japan,22446,Serie A,Soccer,2020-10-25,1908160.0,0.011763164514506121
4kxyb0higa2058lo3adyccjmy,japan,37240,J2 League,Soccer,2020-10-25,1908160.0,0.019516183129297333
97wj75lkd1vc1sao5mxsljyrm,dach,3504,MLS,Soccer,2020-10-28,2537456.0,0.001380910644361912
8bdhk5fxxj9bxe1roair69xxw,canada,37921,Premier League,Soccer,2020-10-30,392711.0,0.09656210292046823
6k1hdendlprqzb2x2jb1mq7hm,japan,80176,NPB,Baseball,2020-11-01,1860892.0,0.04308471421232398
3xuan558ux86wt17jzxyyeeo9,brazil,1237,World Grand Prix,Darts,2020-10-12,211542.0,0.00584753855026425
1caxmjxzi0t4y4mhe1nh5kng1,canada,1309,Premier League,Soccer,2020-10-28,393566.0,0.0033259986889111358
b4jefrpdyttuj6zrabe05umi2,spain,1166,Eurocup,Basketball,2020-10-28,441379.0,0.0026417206074598023
8bg6p32r2bgpg100fexgjz4t0,japan,20069,Premier League,Soccer,2020-11-08,1857893.0,0.010802021429651762
9o4kmd2jihazufvhckflipzx4,italy,6636,National FGI Gymnastics Competitions,Gymnastics,2020-11-08,1990967.0,0.0033330537372040824
4tm14du2kxmba12wdu230tj6y,japan,13349,J2 League,Soccer,2020-11-15,1848149.0,0.0072229024824297175
d5v4cq7xtmihrr9xfdbb61fdg,italy,106607,Primera División,Soccer,2020-11-21,2012119.0,0.052982452827094226
8cuzx380desh7iq2ktz88wk5w,canada,41058,Premier League,Soccer,2020-11-22,399737.0,0.10271253349077018
